ID,SMILES,MW,logP,numAtoms,numRings,numRotBonds,numHDon,numHAcc
DB04754,Nc1nc(=O)c2ncn(C3OC(CO)C4OC(CP(=O)(O)O)OC43)c2[nH]1,389.074,-2.121,26,4,4,5,10
DB04757,Nc1nc(=O)c2ncn(C3OC(CO)C4OC(P(=O)(O)O)OC43)c2[nH]1,375.058,-2.163,25,4,3,5,10
DB04759,Cc1cccc(CNC(=O)c2cc(C(=O)NCc3cccc(C)c3)ncn2)c1,374.174,2.953,28,3,6,2,4
DB04760,Cc1cc(CNC(=O)c2cc(C(=O)NCc3ccc(F)c(C)c3)ncn2)ccc1F,410.155,3.232,30,3,6,2,4
DB04768,Cc1ncc(C[n+]2cccc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,419.088,0.78,27,2,8,4,7
DB04790,N=C(N)c1cccc(OC2COC3C(Oc4cccc(C(=N)N)c4)COC23)c1,382.164,1.247,28,4,6,4,6
DB04791,N=C(N)c1ccc(OC2COC3C(Oc4cccc(C(=N)N)c4)COC23)cc1,382.164,1.247,28,4,6,4,6
DB04792,N=C(N)c1ccc(OC2COC3C(Oc4ccc(C(=N)N)cc4)COC23)cc1,382.164,1.247,28,4,6,4,6
DB04793,N=C(N)c1ccc(OC2COC3C(Oc4cccc(C(=N)N)c4)COC23)cc1,382.164,1.247,28,4,6,4,6
DB04806,OCC1OC(Oc2c[nH]c3ccc(Br)c(Cl)c23)C(O)C(O)C1O,406.977,0.762,23,3,3,5,6
DB04846,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,379.247,2.891,27,1,9,3,5
DB04861,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,405.175,2.364,29,4,6,3,5
DB04866,O=C(CC1NCCCC1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,413.014,1.884,24,3,4,2,6
DB04883,COc1cc(OC)nc(OC(C(=O)O)C(OC)(c2ccccc2)c2ccccc2)n1,410.148,2.916,30,3,9,1,7
DB04908,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,390.167,3.171,28,4,4,1,4
DB04971,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2C(=O)NOC2=O)cc1,392.137,3.018,29,4,7,1,6
DB05013,C/C=C(/C)C(=O)OC1C(C)=CC23C(=O)C(C=C(CO)C(O)C12O)C1C(CC3C)C1(C)C,430.236,2.332,31,4,3,3,6
DB05039,CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2,392.21,3.149,29,4,6,4,4
DB05095,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1F,381.035,2.988,25,3,4,1,5
DB05100,CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)C1C(=O)NO,423.092,2.264,28,3,5,2,7
DB05288,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3=CCC21C,386.209,3.302,28,4,3,1,5
DB05327,O=C1CC2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1cccn12,418.992,1.314,26,4,2,1,5
DB05395,CCOC(=O)COc1ccc2c(c1)CC(NCC(O)c1cccc(Cl)c1)CC2,403.155,3.462,28,3,8,2,5
DB05482,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,392.137,2.348,29,5,2,2,7
DB05498,CC(O)(C(=O)Nc1cccc2c1C(=O)c1sccc1CS2(=O)=O)C(F)(F)F,419.011,2.518,27,3,2,2,6
DB05532,COc1ncc(OC)c2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12,422.159,1.747,31,4,5,1,6
DB05590,CN(C)C(=O)COc1ccc2c(c1)CC(NCC(O)c1ccc(O)c(CCO)c1)CC2,428.231,1.574,31,3,9,4,6
DB05596,CC(C)n1c(=O)c(C(=O)NCCCN2CCCCC2)c(O)c2ccsc21,377.177,2.955,26,3,6,2,6
DB05608,Cn1cc(C2=C(c3cn(C)c4cc([N+](=O)[O-])ccc34)C(=O)NC2=O)c2ccccc21,400.117,3.145,30,5,3,1,6
DB05611,Cc1cccc(/C=N/Nc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1,418.212,3.084,31,4,8,1,8
DB05644,CCCCCCCOC(=O)NC1=NCN(C2CC(O)C(CO)O2)C(=O)N1,372.201,0.49,26,2,8,4,7
DB05659,Cc1oc(=O)oc1COC(=O)C1=C(C2CCCO2)SC2C(C(C)O)C(=O)N12,397.083,0.887,27,4,5,1,9
DB05719,CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1,400.103,2.054,27,2,4,2,4
DB05737,CCc1c(C(=O)C(N)=O)c2c(OCC(=O)OC)cccc2n1Cc1ccccc1,394.153,2.472,29,3,8,1,6
DB05861,COc1cccc2c1c(O)c(C(=O)N(C)c1ccc(C(F)(F)F)cc1)c(=O)n2C,406.114,3.548,29,3,3,1,5
DB05864,COC1C(OC(=O)NC(C(N)=O)C(C)C)CCC2(CO2)C1C1(C)OC1CC=C(C)C,424.257,2.299,30,3,8,2,6
DB05932,COC(=O)Nc1nc2ccc(Sc3ccc(NC(=O)C(C)N)cc3)cc2[nH]1,385.121,3.178,27,3,5,4,6
DB06137,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,431.221,3.319,32,4,9,1,5
DB06159,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1,393.096,1.988,29,5,2,1,8
DB06174,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,413.147,2.882,30,5,4,0,8
DB06211,CC(O)C1C(=O)N2C(C(=O)[O-])=C(SC3C[NH2+]C(CNS(N)(=O)=O)C3)C(C)C12,420.114,-3.964,27,3,7,4,7
DB06228,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,435.066,2.52,29,4,5,1,6
DB06234,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1C1OC(CO)C(O)C1O,375.075,1.775,24,3,4,4,7
DB06274,CC1C[NH+](CC(Cc2ccccc2)C(=O)NCC(=O)[O-])CCC1(C)c1cccc(O)c1,424.236,0.3,31,3,8,3,4
DB06282,O=C([O-])COCC[NH+]1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,388.155,0.396,27,3,8,1,4
DB06292,CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1,408.134,1.844,28,3,6,4,6
DB06306,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,409.237,3.125,30,4,4,2,5
DB06334,Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)/C=C/c2cccnc2)cc1,390.149,3.385,29,3,6,3,4
DB06370,NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1,384.996,2.27,24,3,4,3,4
DB06403,COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O,378.158,3.516,28,3,7,1,5
DB06506,O=C1c2ccccc2S(=O)(=O)N1CCCCNCC1CCc2ccccc2O1,400.146,2.595,28,4,7,1,5
DB06518,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,388.135,2.99,28,4,4,1,7
DB06536,CCOC(Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,408.124,2.679,28,2,11,1,6
DB06589,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,437.163,3.139,31,4,5,2,8
DB06604,CC(=O)SC(C(=O)NC1Cc2ccccc2C2CCCC(C(=O)O)N2C1=O)C(C)C,432.172,2.539,30,3,5,2,5
DB06629,COc1nc(C)cnc1NS(=O)(=O)c1cccnc1-c1ccc(-c2nnco2)cc1,424.095,2.706,30,4,6,1,9
DB06712,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,385.127,2.458,28,2,5,1,8
DB06743,CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C21O,408.142,-0.34,29,6,0,2,9
DB06744,CC1C(=O)OC2C(O)C34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O,424.137,-1.369,30,6,0,3,10
DB06746,CC1C(=O)OC2CC34C5OC(=O)C3(OC3OC(=O)C(O)C34C(C(C)(C)C)C5O)C21O,424.137,-1.369,30,6,0,3,10
DB06747,CC1C(=O)OC2C1C13OC4OC(=O)C(O)C45C(C(C)(C)C)C(O)C(OC1=O)C35C2O,424.137,-1.514,30,6,0,3,10
DB06771,NC1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,393.126,3.145,27,4,3,2,5
DB06836,CC(=O)Nc1nc(C)c(-c2ccc(Cl)c(S(=O)(=O)NCCO)c2)s1,389.027,2.001,24,2,6,3,6
DB06850,N=C(N)c1ccc(CNC(=O)C2CCCN2C(=O)CNC2CCCCC2)cc1,385.248,1.5,28,3,7,4,4
DB06853,N=C(N)c1ccc(CNC(=O)C2CCCN2C(=O)CNC2CCCCCC2)cc1,399.263,1.89,29,3,7,4,4
DB06857,Cc1cc(I)c(O)c(C(=O)Nc2ccc(C(=N)N)c(Cl)c2)c1,428.974,3.495,22,2,3,4,3
DB06858,N=C(N)c1ccc(CNC(=O)C2CCCN2C(=O)CNC2CCCCCCC2)cc1,413.279,2.28,30,3,7,4,4
DB06859,C=CCN(C(=O)c1cc(Cl)cc(OCCCON=C(N)N)c1)C1CCCC1,394.177,2.885,27,2,10,2,4
DB06865,N=C(N)CCCCC(C(=O)O)C1c2cc(-c3ccc(O)cc3)ccc2CC1O,382.189,3.257,28,3,8,5,4
DB06866,COc1cccc(-c2ccc3c(c2)CC(O)C3C(CCCCC(=N)N)C(=O)O)c1,396.205,3.56,29,3,9,4,4
DB06873,O=c1[nH]c(=O)n(COCCO)cc1Cc1cccc(OCc2ccccc2)c1,382.153,1.673,28,3,9,2,6
DB06879,CCN1c2c(F)ccc(F)c2C(N)=NC12CCN(C(=O)C1=CN=C(C#N)CC1)CC2,412.182,2.471,30,4,2,1,6
DB06887,CNC(=O)C1Cc2ccc(NS(=O)(=O)O)cc2CN1C(=O)OC(C)(C)C,385.131,1.309,26,2,3,3,5
DB06888,CC1CC2CN1CCn1[nH]c3c(cccc3c1=O)-c1nc3c(cccc3[nH]c1=O)O2,403.164,2.088,30,6,0,2,6
DB06891,Nc1c(F)cc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1Cl,386.933,0.361,22,2,4,3,8
DB06899,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C)S2,414.184,2.224,29,3,5,3,7
DB06909,CCn1ncc2c(NC3CCOCC3)c(C(=O)NCc3ccccc3)cnc21,379.201,2.972,28,4,6,2,6
DB06910,C=CCN1C(=O)N(CC=C)C(Cc2ccccc2)C(O)C(O)C1Cc1ccccc1,406.226,3.04,30,3,8,2,3
DB06916,Cc1cc(N2CCCC2C(=O)NCCc2ccc3c(c2)OCO3)nc(-n2ccnc2)n1,420.191,2.027,31,5,6,1,8
DB06919,NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NCc1cccc(Cl)c1,385.156,2.517,27,3,6,2,3
DB06922,O=C(O)c1ccc2c(c1)C(=O)N(C(Cc1cccc3ccccc13)C(=O)O)C2=O,389.09,2.83,29,4,5,2,4
DB06928,O=C(O)CCC(CP(=O)(O)Cc1ccc(I)cc1)C(=O)O,425.973,2.627,21,1,8,3,3
DB06940,CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C,382.175,2.131,28,3,6,3,7
DB06942,N=C(N)c1ccc(CNC(=O)C2CCCN2C(=O)CCc2ccccc2)cc1,378.206,2.211,28,3,7,3,3
DB06977,NC(COc1cncc(-c2ccc3[nH]ncc3c2)c1)CC1=C2C=CC=CC2N=C1,383.175,3.597,29,5,6,2,5
DB06989,COC(=O)C(Cc1ccccc1)(Cc1ccc(NS(=O)(=O)O)cc1)C(=O)OC,407.104,2.019,28,2,8,2,6
DB07005,NC(=[NH2+])c1ccc(CNC(=O)C2CCCN2C(=O)C(N)Cc2ccccc2)cc1,394.224,-0.672,29,3,7,4,3
DB07006,COc1ccccc1-c1cc2c(c3c1C(=O)NC3=O)c1cc(O)ccc1n2CCCO,416.137,3.442,31,5,5,3,6
DB07022,N=C(N)c1ccc2cccc(NC(=O)c3cccc(S(=O)(=O)OCCCO)c3)c2c1,427.12,2.464,30,3,8,4,6
DB07024,Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1,403.073,2.425,28,4,2,3,7
DB07026,O=C(NCc1ccc(-c2ccccc2)cc1)C1OC2CN(C(=O)NO)CC1O2,383.148,1.494,28,4,4,3,5
DB07043,CC(C)(C)c1nc(N2CCN(c3ncccn3)CC2)c2cc(C(N)=O)c(N)nc2n1,407.218,1.12,30,4,3,2,9
DB07056,CCN(CC)C(=O)Cc1cccc(NS(=O)(=O)c2cccc(Cl)c2C)n1,395.107,3.255,26,2,7,1,4
DB07059,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C)O2,398.207,1.511,29,3,5,3,7
DB07067,CC(c1nc(-c2ccc(S(C)(=O)=O)cc2)no1)C(N)C(=O)N1CCCC1,378.136,1.193,26,3,5,1,7
DB07072,NC1CC(N2CCn3c(nnc3C(F)(F)F)C2)CCC1c1cc(F)c(F)cc1F,419.154,3.193,29,4,2,1,5
DB07074,COC(=O)c1cc(NC(=O)c2cccc(O)c2C)c2cc(C(=N)N)ccc2c1,377.138,3.177,28,3,4,4,5
DB07081,CC1c2nc(C(F)(F)F)nn2CCN1C(=O)CC(N)Cc1cc(F)c(F)cc1F,421.134,2.578,29,3,4,1,5
DB07083,CCCNC(=O)C1CCCN1C(=O)C(N)C(c1ccccc1)c1ccccc1,379.226,2.663,28,3,7,2,3
DB07084,CC(=O)Nc1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,417.179,2.907,30,3,1,1,7
DB07088,N=C(N)c1ccc(CNC(=O)C2CCCN2C(=O)COC2CCCC2)cc1,372.216,1.537,27,3,7,3,4
DB07091,N=C(N)c1ccc(CNC(=O)C2CCCN2C(=O)COC2CCCCC2)cc1,386.232,1.927,28,3,7,3,4
DB07105,NC(=O)C(Cc1ccc(N=C(N)N)cc1)NC(=O)CSc1ccc(Cl)cc1,405.103,1.55,27,2,8,4,4
DB07115,CN(Cc1ccc(Cl)cc1)S(=O)(=O)c1ccc(S(N)(=O)=O)cc1,374.016,1.808,23,2,5,1,4
DB07121,CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCN)cc2)C1C(=O)NO,413.108,0.418,27,2,5,3,7
DB07124,NC(COc1cncc(C2=NCC3=NN=CC3=C2)c1)CC1=C2C=CCC=C2N=C1,384.17,2.572,29,5,6,1,7
DB07126,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,402.147,2.703,28,4,6,3,7
DB07131,N=C(N)c1ccc(CNC(=O)C2CCCN2C(=O)CCC2CCCCC2)cc1,384.253,2.938,28,3,7,3,3
DB07145,Cc1cc(COc2ccc(C3(C)CCN(C(C)C(=O)NO)C3=O)cc2)c2ccccc2n1,433.2,3.506,32,4,6,2,5
DB07147,COC(=O)C1(Cc2ccc(OCc3cc(C)nc4ccccc34)cc2)CC1C(=O)NO,420.169,3.349,31,4,7,2,6
DB07148,O=C(C1C=Cc2c(Cl)nc(OCc3ccc(F)cc3)c(=O)n21)N1CCCC1,389.094,2.805,27,4,4,0,5
DB07173,CC1OC(n2cc(I)c3c(N)ncnc32)C(O)C1O,376.003,0.257,19,3,1,3,7
DB07174,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(C)O2,385.211,2.411,28,3,6,2,7
DB07182,NC(N)=Nc1cccc(C(CP(=O)(O)CCCc2ccccc2)C(=O)O)c1,389.15,2.663,27,2,9,4,3
DB07190,NC(CC1CCCCC1)C(=O)N1CCCC1C(=O)NCc1cccc(Cl)c1,391.203,3.245,27,3,6,2,3
DB07193,CS(=O)(=O)c1ccc2c(c1)nc1n2CC(N)C(c2cc(F)c(F)cc2F)C1,395.092,2.524,27,4,2,1,5
DB07194,Cc1cc(C)cc(Nc2nccc(-c3nc(C)c(C(=O)NC(C)CO)s3)n2)c1,397.157,3.38,28,3,6,3,7
DB07205,CC(C)CCNc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,417.141,0.013,28,3,8,5,10
DB07223,CCCNC(=O)C1OC1C(=O)NC(C(=O)N1CCCC1C(=O)OC)C(C)CC,397.221,-0.025,28,2,9,2,6
DB07225,CCOC(=O)C1OC1C(=O)NC(C(=O)NC(C(=O)O)C(C)CC)C(C)CC,386.205,0.463,27,1,11,3,6
DB07227,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1,405.136,3.305,29,4,5,0,5
DB07228,COc1ccc(Cl)cc1NC(=O)Nc1cncc(OC(C)CN(C)C)n1,379.141,3.112,26,2,7,2,6
DB07231,CCC(C)C(NC(=O)C1OC1C(=O)NCc1ccccc1)C(=O)N1CCCC1C(=O)O,431.206,0.677,31,3,9,3,5
DB07233,CC#CCOc1ccc(S(=O)(=O)NC(Cc2c[nH]c3ccc(C)cc23)C(=O)O)cc1,426.125,2.853,30,3,8,3,4
DB07242,CN1CCC2(CC1)NC(=O)c1c(c3ccc(Cl)c(Cl)c3n1C)C2C#N,376.086,3.3,25,4,0,1,4
DB07246,NC(CS(=O)(=O)c1ccc(Oc2ccccc2)cc1)(C(=O)NO)C(F)(F)F,404.065,2.018,27,2,6,3,6
DB07248,COc1cc(Nc2ncc3ccn(-c4ccccn4)c3n2)cc(OC)c1OC,377.149,3.585,28,4,6,1,8
DB07252,NS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,419.046,2.993,28,4,5,3,8
DB07256,NC(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,383.079,3.445,27,4,5,3,7
DB07265,O=C(O)CCn1c2ccc(O)cc2c2c3c(c(-c4ccccc4)cc21)C(=O)NC3=O,400.106,3.525,30,5,4,3,5
DB07271,NC(CC(=O)N1CCCNC(=O)C1CC(F)(F)F)Cc1cc(F)c(F)cc1F,411.138,2.033,28,2,5,2,3
DB07272,CCOc1nc(NC(=O)Cc2cc(OC)c(Br)cc2OC)cc(N)c1C#N,434.059,2.895,27,2,7,2,7
DB07280,CN(C)c1ccc(-c2c(N)ncnc2C#Cc2ccc(N3CCOCC3)nc2)cc1,400.201,2.423,30,4,3,1,7
DB07309,O=C(O)c1cc(Br)ccc1NS(=O)(=O)c1ccc(Cl)cc1,388.912,3.602,21,2,4,2,3
DB07325,Cc1cc(CNS(=O)(=O)c2cccc(N/C=C3\CCOC3=O)c2)nc(N)n1,389.116,1.088,27,3,6,3,8
DB07328,COC(=O)c1ccc(NC(=O)NCC2CCC(C(=O)N3CCCC3CN)N2)cc1,403.222,0.665,29,3,6,4,6
DB07341,CCCCCCCCOC1OC(CO)C(O)C(N)C1OC1CC(O)C(O)C(C)O1,421.268,0.011,29,2,11,5,9
DB07400,CCOC(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NNCCCCN,419.253,0.695,30,2,11,4,6
DB07404,O=P(O)(O)C(O)(Cc1cccc(-c2cccc(-c3ccccc3)c2)c1)P(=O)(O)O,434.068,3.565,29,3,6,5,3
DB07405,N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cn1,382.135,1.995,28,4,1,2,6
DB07409,O=P(O)(O)C(O)(Cc1cccc(-c2ccc(-c3ccccc3)cc2)c1)P(=O)(O)O,434.068,3.565,29,3,6,5,3
DB07415,COc1ccc(C(Cc2cc([N+](=O)[O-])ccc2OC)c2cnc(N)[nH]2)cc1F,386.139,3.431,28,3,7,2,6
DB07420,O=P(O)(O)C(CCCc1cccc(Oc2ccccc2)c1)S(=O)(=O)O,386.059,3.193,25,2,8,3,4
DB07421,CC(O)(COc1ccc([N+](=O)[O-])cc1)C(O)Nc1ccc(C#N)c(C(F)(F)F)c1,411.104,3.046,29,2,7,3,7
DB07432,CCCC(=O)NC1/C(=N/OC(=O)Nc2ccccc2)OC(CO)C(O)C1O,381.154,-0.054,27,2,6,5,8
DB07439,O=c1[nH]c(=O)n(COCCO)c(O)c1Cc1cccc(OCc2ccccc2)c1,398.148,1.378,29,3,9,3,7
DB07455,CC(CNS(C)(=O)=O)c1ccc(-c2ccc(C(C)CNS(C)(=O)=O)cc2)cc1,424.149,2.659,28,2,9,2,4
DB07457,NCCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,384.159,3.039,29,5,5,3,4
DB07491,Nc1c(Br)c(C(=O)O)c(Br)c(C(=O)O)c1Br,414.769,2.953,16,1,2,3,3
DB07492,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Br)Br,409.911,1.221,20,1,6,3,5
DB07505,CC(C)CN(CC1CNCC1COCc1ccccc1)S(=O)(=O)c1ccccc1,416.213,3.386,29,3,10,1,4
DB07508,Cn1c(Cc2ccc(C(=N)N)cc2)nc2cc(NS(=O)(=O)c3ccccc3)ccc21,419.142,3.249,30,4,6,3,5
DB07526,CN(C)c1cccc2c(S(=O)(=O)NCCCCNC(=O)CCS)cccc12,409.149,2.4,27,2,10,3,5
DB07527,COc1cc(C)c(S(=O)(=O)NCC(O)C(N)Cc2ccccc2)c(C)c1C,392.177,1.83,27,2,8,3,5
DB07536,CC(O)C(NC(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1)C(=O)NO,437.195,0.903,32,3,6,4,6
DB07538,NC1=NC(=O)/C(=C/c2ccc(-c3ccc(S(N)(=O)=O)c(C(F)(F)F)c3)o2)S1,417.006,2.542,27,3,3,2,6
DB07546,CC(C)Nc1ccc2cnn(-c3cncc(-n4ccc(CC(=O)O)c4)n3)c2c1,376.165,3.054,28,4,6,2,7
DB07548,Cc1cnc(NCC(F)(F)c2ccccn2)c(=O)n1CC(=O)NCc1ncccc1F,432.152,2.001,31,3,8,2,7
DB07556,COc1ccc(S(=O)(=O)N(Cc2cccnc2)C(C(=O)NO)C(C)C)cc1,393.136,1.811,27,2,8,2,6
DB07565,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,422.028,1.325,27,1,10,3,7
DB07568,O=C(Nc1ccncc1)C(NS(=O)(=O)c1cccc2nsnc12)c1ccccc1,425.062,2.745,29,4,6,2,7
DB07571,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(C)O,428.231,3.141,31,2,10,4,5
DB07574,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(=O)CS)CC2,431.14,2.782,30,3,6,2,7
DB07583,O=S(=O)(NCC1CC(OCc2ccc(Cl)cc2)CN1)c1cccc2cnccc12,431.107,3.114,29,4,7,2,5
DB07595,Brc1cccc(-c2cc(NCc3ccncc3)[n+]3[nH]ccc3n2)c1,380.051,3.585,24,4,4,2,3
DB07602,NC(CSCCC(=O)Nc1ccc2ncnc(Nc3ccccc3)c2c1)C(=O)O,411.137,2.847,29,3,9,4,7
DB07618,NCC1CCN(CC(=O)Nc2cccc3c2C(=O)c2c-3n[nH]c2C2CCCCC2)CC1,421.248,3.278,31,5,5,3,5
DB07622,Cc1nc(C)c(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCN(C)CC4)cccc2-3)s1,437.163,2.645,31,5,3,3,7
DB07633,CCCCCCCCOC1OC(CO)C(O)CC1OC1OC(C)C(O)C(O)C1O,422.252,0.044,29,2,11,5,9
DB07642,Nc1nc(N)c2c(OCC3CCN(Cc4ccccc4F)CC3)cccc2n1,381.196,3.224,28,4,5,2,6
DB07664,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=S)Nc1c(F)cccc1F,425.054,1.775,28,3,4,4,8
DB07665,N#Cc1ccc(NCC(F)(F)c2ccccn2)c(F)c1CC(=O)NCCON=C(N)N,435.163,1.16,31,2,10,4,6
DB07685,NS(=O)(=O)c1ccc(Nc2cc(OCC3CCCCC3)nc3ncnn23)cc1,402.147,2.474,28,4,6,2,8
DB07686,NS(=O)(=O)c1ccc(Nc2cc(NC3CCCCC3)nc3ncnn23)cc1,387.148,2.26,27,4,5,3,8
DB07688,NS(=O)(=O)c1ccc(Nc2cc(OC3CCCCC3)nc3ncnn23)cc1,388.132,2.227,27,4,5,2,8
DB07689,COC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cc2)CC1,436.197,1.222,32,4,5,3,10
DB07691,O=C(Nc1ccccc1C(=O)O)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1,436.109,3.384,31,4,5,2,4
DB07713,COc1ccc(-c2ccc(S(=O)(=O)NC(C(C)C)P(=O)(O)O)cc2)cc1,399.091,2.8,26,2,7,3,4
DB07716,OCC1OC2C=CC3OC4C(CC3OC2C/C=C\C1O)OC1CC=CCOC1C4O,422.194,0.008,30,5,1,3,8
DB07719,CNC(=O)C1Cc2ccc(NS(=O)(=O)O)cc2CN1C(=O)OC(C)(C)C,385.131,1.309,26,2,3,3,5
DB07724,COc1ccc(S(=O)(=O)n2cc(CCC(=O)O)c3cc(OC)ccc32)cc1,389.093,2.913,27,3,7,1,6
DB07738,COc1cc(Br)cc(CN2CCC(NC(=O)CCCS)CC2)c1OC,430.093,3.257,25,2,8,2,5
DB07751,CN(C)CC(O)COc1ccc(Nc2cc(Nc3c(F)cccc3F)ncn2)cc1,415.182,3.543,30,3,9,3,7
DB07754,O=C(O)CCC(NC(=O)NC(CSCc1ccc(F)cc1)C(=O)O)C(=O)O,402.09,1.129,27,1,11,5,5
DB07761,CN(C)CC(O)COc1ccc(Nc2cc(Nc3c(F)cccc3F)ncn2)cc1,415.182,3.543,30,3,9,3,7
DB07769,CC(O)(COc1ccc(F)cc1)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,402.084,3.521,28,2,6,2,5
DB07772,COc1ccc(-c2ccc(S(=O)(=O)NC(C(C)C)P(=O)(O)O)cc2)cc1,399.091,2.8,26,2,7,3,4
DB07779,NC(CC(=O)N1CCCC1CNC(=O)c1ccccc1)Cc1ccccc1F,383.201,2.507,28,3,7,2,3
DB07787,O=c1[nH]c(=O)n(CCCCN2CC=C(c3ccccc3)CC2)c2cccc(F)c12,393.185,3.398,29,4,6,1,4
DB07790,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1,430.179,2.898,30,3,9,2,8
DB07791,CNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C3CC3)n2)cc1,384.137,2.635,27,4,6,2,7
DB07793,NC(=O)CN1C(=O)C(NC(=O)C2=CC3=CC(Cl)SC3=N2)Cc2ccccc21,402.055,1.08,27,4,4,2,5
